DATAFLOW,LAST UPDATE,freq,unit,age,icd10,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,F,SE,2014,203.3,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,F,SE,2015,200.82,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,F,SE,2016,198.92,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,F,SE,2017,202.28,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,F,SE,2018,192.76,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,F,SE,2019,191.22,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,F,SE,2020,186.86,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,F,SE,2021,184.85,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,F,SE,2022,182.81,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,F,SI,2011,236.44,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,F,SI,2012,227.3,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,F,SI,2013,234.73,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,F,SI,2014,223.71,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,F,SI,2015,233.27,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,F,SI,2016,228.63,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,F,SI,2017,230.66,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,F,SI,2018,238.32,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,F,SI,2019,218.82,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,F,SI,2020,219.74,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,F,SI,2021,205.03,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,F,SI,2022,212.62,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,F,SK,2011,231.58,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,F,SK,2012,233.21,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,F,SK,2013,234.39,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,F,SK,2014,239.02,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,F,SK,2015,237.5,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,F,SK,2016,233.3,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,F,SK,2017,231.37,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,F,SK,2018,231.92,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,F,SK,2019,218.19,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,F,SK,2020,227.74,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,F,SK,2021,209.63,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,F,SK,2022,206.32,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,F,TR,2011,122.19,d,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,F,TR,2012,122.37,d,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,F,TR,2013,128.65,d,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,F,TR,2014,126.82,d,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,F,TR,2015,125.62,d,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,F,TR,2016,124.76,d,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,F,TR,2017,121.72,d,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,F,TR,2018,121.52,d,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,F,TR,2019,112.03,d,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,F,TR,2020,108.58,d,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,F,TR,2021,108.83,d,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,F,TR,2022,102.71,d,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,F,UK,2011,240.54,d,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,F,UK,2012,242.05,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,F,UK,2013,236.4,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,F,UK,2014,234.8,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,F,UK,2015,231.85,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,F,UK,2016,232.97,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,F,UK,2017,228.58,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,F,UK,2018,224,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,AT,2011,336.18,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,AT,2012,333.04,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,AT,2013,329.82,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,AT,2014,320.74,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,AT,2015,314.87,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,AT,2016,302.8,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,AT,2017,303.45,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,AT,2018,299.23,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,AT,2019,291.8,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,AT,2020,295.01,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,AT,2021,285.43,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,AT,2022,284.96,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,BE,2011,358.36,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,BE,2012,351.16,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,BE,2013,345.49,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,BE,2014,333.91,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,BE,2015,329.33,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,BE,2016,326.31,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,BE,2017,309.39,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,BE,2018,300.16,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,BE,2019,295.32,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,BE,2020,286.61,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,BE,2021,282.25,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,BE,2022,276.61,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,BG,2011,310.83,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,BG,2012,339.19,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,BG,2013,344.83,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,BG,2014,333.16,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,BG,2015,330.37,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,BG,2016,318,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,BG,2017,319,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,BG,2018,320.03,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,BG,2019,335.43,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,BG,2020,340.34,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,BG,2021,317.52,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,BG,2022,299.07,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,CH,2011,309.1,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,CH,2012,295.66,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,CH,2013,294.2,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,CH,2014,289.09,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,CH,2015,289.29,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,CH,2016,277.55,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,CH,2017,275.19,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,CH,2018,267.98,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,CH,2019,256.01,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,CH,2020,248.13,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,CH,2021,243.14,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,CH,2022,238.31,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,CY,2011,252.37,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,CY,2012,278.04,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,CY,2013,266.57,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,CY,2014,274.57,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,CY,2015,266.16,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,CY,2016,254.68,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,CY,2017,269.95,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,CY,2018,256.11,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,CY,2019,246.63,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,CY,2020,270.63,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,CY,2021,272.08,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,CY,2022,244.31,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,CZ,2011,407.74,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,CZ,2012,398.92,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,CZ,2013,389.22,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,CZ,2014,382.43,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,CZ,2015,373.27,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,CZ,2016,370.27,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,CZ,2017,367.78,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,CZ,2018,359.05,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,CZ,2019,362.14,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,CZ,2020,356.99,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,CZ,2021,338.16,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,CZ,2022,341.89,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,DE,2011,346.03,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,DE,2012,338.63,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,DE,2013,336.16,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,DE,2014,328.43,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,DE,2015,324.11,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,DE,2016,324.08,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,DE,2017,312.66,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,DE,2018,311.51,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,DE,2019,307.14,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,DE,2020,303.12,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,DE,2021,294.92,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,DE,2022,296.52,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,DK,2011,387.68,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,DK,2012,380.01,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,DK,2013,365.47,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,DK,2014,363.16,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,DK,2015,355.25,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,DK,2016,349.47,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,DK,2017,343.48,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,DK,2018,337.41,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,DK,2019,338.18,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,DK,2020,327.13,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,DK,2021,326.02,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,DK,2022,310.65,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,EE,2011,461.36,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,EE,2012,466.72,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,EE,2013,468.7,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,EE,2014,466.68,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,EE,2015,472.62,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,EE,2016,448.47,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,EE,2017,449.29,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,EE,2018,462.33,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,EE,2019,440.2,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,EE,2020,412.03,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,EE,2021,412.05,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,EE,2022,373.55,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,EL,2011,338.92,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,EL,2012,344.28,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,EL,2013,345.49,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,EL,2014,344.95,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,EL,2015,345.12,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,EL,2016,338.27,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,EL,2017,337.92,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,EL,2018,330.73,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,EL,2019,327.47,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,EL,2020,326.02,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,EL,2021,326,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,EL,2022,315.24,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,ES,2011,357.09,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,ES,2012,356.18,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,ES,2013,346.2,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,ES,2014,337.04,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,ES,2015,332.28,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,ES,2016,329.69,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,ES,2017,323.15,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,ES,2018,316.2,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,ES,2019,308.93,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,ES,2020,300.6,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,ES,2021,299,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,ES,2022,297.06,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,EU27_2020,2011,366.37,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,EU27_2020,2012,363.15,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,EU27_2020,2013,355.7,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,EU27_2020,2014,349.92,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,EU27_2020,2015,347.27,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,EU27_2020,2016,343.93,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,EU27_2020,2017,335.87,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,EU27_2020,2018,330.91,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,EU27_2020,2019,324.25,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,EU27_2020,2020,318.01,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,EU27_2020,2021,307.54,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,EU27_2020,2022,305.7,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,FI,2011,296.24,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,FI,2012,289.96,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,FI,2013,288.14,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,FI,2014,283.46,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,FI,2015,284.38,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,FI,2016,282.61,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,FI,2017,278.74,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,FI,2018,269.69,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,FI,2019,274.3,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,FI,2020,266.51,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,FI,2021,268.13,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,FI,2022,252.38,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,FR,2011,357.22,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,FR,2012,350.97,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,FR,2013,343.87,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,FR,2014,339.66,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,FR,2015,337.27,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,FR,2016,332.41,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,FR,2017,323.37,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,FR,2018,316.47,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,FR,2019,309.54,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,FR,2020,303.4,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,FR,2021,296.04,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,FR,2022,293.52,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,HR,2011,494.52,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,HR,2012,486.4,d,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,HR,2013,477.02,d,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,HR,2014,474.29,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,HR,2015,481.13,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,HR,2016,477.51,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,HR,2017,454.08,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,HR,2018,464.8,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,HR,2019,446.24,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,HR,2020,429.33,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,HR,2021,432.53,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,HR,2022,422.69,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,HU,2011,501.5,d,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,HU,2012,504.43,d,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,HU,2013,487.91,d,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,HU,2014,478.7,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,HU,2015,471.77,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,HU,2016,478.12,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,HU,2017,467.64,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,HU,2018,457.31,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,HU,2019,445.71,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,HU,2020,432.39,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,HU,2021,414.95,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,HU,2022,415.43,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,IE,2011,369.82,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,IE,2012,355.6,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,IE,2013,349.93,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,IE,2014,346.55,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,IE,2015,336.54,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,IE,2016,328.93,,
ESTAT:TPS00116(1.0),21/03/25 11:00:00,A,RT,TOTAL,C,M,IE,2017,317.87,,
