DATAFLOW,LAST UPDATE,freq,unit,source,icd10,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,IT,2016,40.90,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,IT,2017,40.50,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,IT,2018,39.60,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,IT,2019,38.50,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,IT,2020,34.20,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,LI,2014,30.54,b,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,LI,2015,27.23,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,LI,2016,31.20,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,LI,2017,27.30,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,LI,2018,17.80,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,LI,2019,6.80,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,LT,2010,43.20,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,LT,2011,42.70,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,LT,2012,43.80,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,LT,2013,45.60,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,LT,2014,46.70,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,LT,2015,47.70,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,LT,2016,50.10,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,LT,2017,50.90,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,LT,2018,51.00,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,LT,2019,52.50,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,LT,2020,52.10,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,LT,2021,53.50,dp,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,LU,2013,50.80,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,LU,2014,67.75,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,LU,2015,75.40,b,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,LU,2016,75.96,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,LU,2017,76.55,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,LU,2018,74.31,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,LU,2019,69.83,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,LU,2020,61.03,p,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,LV,2009,14.90,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,LV,2010,15.30,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,LV,2011,34.50,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,LV,2012,26.70,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,LV,2013,27.40,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,LV,2014,27.80,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,LV,2015,25.00,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,LV,2016,25.20,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,LV,2017,39.00,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,LV,2018,43.80,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,LV,2019,39.70,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,LV,2020,33.80,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,LV,2021,35.10,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,ME,2018,32.50,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,ME,2019,29.30,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,ME,2020,8.04,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,MK,2014,17.40,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,MK,2015,14.60,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,MK,2016,5.30,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,MK,2019,9.90,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,MK,2020,5.63,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,MT,2016,18.00,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,MT,2017,24.00,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,MT,2018,27.50,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,MT,2019,22.10,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,MT,2020,22.90,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,MT,2021,23.50,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,NL,2000,65.60,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,NL,2001,65.70,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,NL,2002,66.10,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,NL,2003,65.90,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,NL,2004,66.90,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,NL,2005,66.80,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,NL,2006,67.50,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,NL,2007,67.90,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,NL,2008,67.50,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,NL,2009,66.30,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,NL,2010,65.50,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,NL,2011,66.20,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,NL,2012,65.20,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,NL,2013,66.20,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,NL,2014,64.60,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,NL,2015,64.40,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,NL,2016,60.30,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,NL,2017,57.00,bd,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,NL,2018,57.60,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,NL,2019,56.00,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,NL,2020,49.70,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,NO,2000,78.90,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,NO,2001,80.10,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,NO,2002,80.10,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,NO,2003,80.10,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,NO,2004,80.10,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,NO,2005,78.50,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,NO,2006,78.50,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,NO,2007,78.50,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,NO,2008,78.50,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,NO,2009,78.50,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,NO,2010,76.70,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,NO,2011,76.20,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,NO,2012,75.90,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,NO,2013,74.10,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,NO,2014,73.50,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,NO,2015,74.10,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,NO,2016,74.40,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,NO,2017,70.00,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,NO,2018,76.30,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,RO,2012,1.60,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,RO,2013,5.70,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,RO,2014,8.00,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,RO,2015,7.50,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,RO,2016,4.20,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,RO,2017,2.90,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,RO,2018,2.60,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,RO,2019,3.10,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,RO,2020,3.40,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,RS,2013,2.40,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,RS,2014,6.00,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,RS,2015,9.30,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,RS,2016,10.60,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,RS,2017,10.60,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,RS,2018,10.70,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,RS,2019,10.40,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,RS,2020,8.00,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,RS,2021,5.60,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,SE,2000,78.50,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,SE,2001,78.50,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,SE,2002,78.80,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,SE,2003,78.80,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,SE,2004,79.30,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,SE,2005,79.00,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,SE,2006,78.90,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,SE,2007,79.10,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,SE,2008,80.10,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,SE,2009,80.40,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,SE,2010,80.10,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,SE,2011,79.20,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,SE,2012,79.70,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,SE,2013,80.50,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,SE,2014,81.40,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,SE,2015,81.70,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,SE,2016,72.50,bd,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,SE,2017,73.60,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,SE,2018,75.90,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,SE,2019,79.90,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,SE,2020,79.40,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,SI,2005,67.12,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,SI,2006,71.00,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,SI,2007,70.30,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,SI,2008,70.40,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,SI,2009,71.20,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,SI,2010,71.40,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,SI,2011,71.50,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,SI,2012,71.30,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,SI,2013,71.50,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,SI,2014,71.30,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,SI,2015,71.50,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,SI,2016,71.90,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,SI,2017,72.00,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,SI,2018,72.00,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,SI,2019,72.40,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,SI,2020,69.60,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,SI,2021,71.70,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,SK,2009,49.90,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,SK,2010,48.51,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,SK,2011,47.51,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,SK,2012,47.45,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,SK,2013,47.24,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,SK,2014,46.94,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,SK,2015,48.33,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,SK,2016,46.00,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,SK,2017,46.17,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,SK,2018,45.62,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,SK,2019,46.05,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,SK,2020,40.15,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,TR,2007,20.23,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,TR,2008,23.99,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,TR,2009,30.30,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,TR,2010,36.79,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,TR,2011,41.00,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,TR,2012,40.01,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,TR,2013,41.19,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,TR,2014,42.29,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,TR,2015,46.51,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,TR,2016,47.79,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,TR,2017,47.79,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,TR,2018,46.96,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,TR,2019,45.99,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,TR,2020,38.06,d,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,UK,2000,83.71,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,UK,2001,83.33,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,UK,2002,82.02,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,UK,2003,81.60,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,UK,2004,81.01,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,UK,2005,80.58,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,UK,2006,79.85,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,UK,2007,79.40,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,UK,2008,78.49,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,UK,2009,78.98,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,UK,2010,78.91,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,UK,2011,78.65,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,UK,2012,78.67,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,UK,2013,78.34,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,UK,2014,77.78,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,UK,2015,77.19,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,UK,2016,76.51,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,UK,2017,75.40,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,PRG,C53,UK,2018,74.81,e,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,SRV,C50,AT,2006,80.10,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,SRV,C50,AT,2014,72.70,b,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,SRV,C50,AT,2019,74.50,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,SRV,C50,BE,2001,58.90,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,SRV,C50,BE,2004,71.00,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,SRV,C50,BE,2008,72.70,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,SRV,C50,BE,2013,75.50,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,SRV,C50,BE,2018,67.30,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,SRV,C50,BG,2008,21.90,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,SRV,C50,BG,2014,31.80,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,SRV,C50,BG,2019,35.50,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,SRV,C50,CH,2007,46.00,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,SRV,C50,CH,2012,47.40,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,SRV,C50,CH,2017,49.00,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,SRV,C50,CY,2008,59.22,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,SRV,C50,CY,2014,65.70,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,SRV,C50,CY,2019,65.80,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,SRV,C50,CZ,2008,67.20,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,SRV,C50,CZ,2014,76.70,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,SRV,C50,CZ,2019,77.10,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,SRV,C50,DE,2009,68.40,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,SRV,C50,DE,2012,71.30,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,SRV,C50,DE,2014,73.50,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,SRV,C50,DE,2019,65.70,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,SRV,C50,DK,2017,75.00,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,SRV,C50,EE,2006,36.20,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,SRV,C50,EE,2014,39.00,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,SRV,C50,EE,2019,43.60,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,SRV,C50,EL,2006,53.80,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,SRV,C50,EL,2008,53.80,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,SRV,C50,EL,2009,49.62,b,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,SRV,C50,EL,2014,59.61,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,SRV,C50,EL,2019,65.69,,
ESTAT:HLTH_PS_SCRE(1.0),12/07/22 11:00:00,A,PC,SRV,C50,ES,2009,73.30,,
